country,year,code,religion,value
Syria,CY 2010,24,Christian,1
Syria,CY 2011,23,Christian,0
Syria,CY 2012,41,Christian,1
Syria,CY 2013,45,Christian,6
Syria,CY 2014,47,Christian,3
Syria,CY 2002,6,Jehovah Witness,0
Syria,CY 2003,1,Jehovah Witness,0
Syria,CY 2004,0,Jehovah Witness,0
Syria,CY 2005,7,Jehovah Witness,0
Syria,CY 2006,27,Jehovah Witness,0
Syria,CY 2007,26,Jehovah Witness,0
Syria,CY 2008,16,Jehovah Witness,0
Syria,CY 2009,32,Jehovah Witness,3
Syria,CY 2010,24,Jehovah Witness,0
Syria,CY 2011,23,Jehovah Witness,0
Syria,CY 2012,41,Jehovah Witness,5
Syria,CY 2013,45,Jehovah Witness,1
Syria,CY 2014,47,Jehovah Witness,2
Syria,CY 2002,6,Jewish,0
Syria,CY 2003,1,Jewish,0
Syria,CY 2004,0,Jewish,0
Syria,CY 2005,7,Jewish,5
Syria,CY 2006,27,Jewish,0
Syria,CY 2007,26,Jewish,0
Syria,CY 2008,16,Jewish,0
Syria,CY 2009,32,Jewish,0
Syria,CY 2010,24,Jewish,0
Syria,CY 2011,23,Jewish,0
Syria,CY 2012,41,Jewish,0
Syria,CY 2013,45,Jewish,0
Syria,CY 2014,47,Jewish,0
Syria,CY 2002,6,Moslem,6
Syria,CY 2003,1,Moslem,0
Syria,CY 2004,0,Moslem,0
Syria,CY 2005,7,Moslem,0
Syria,CY 2006,27,Moslem,0
Syria,CY 2007,26,Moslem,0
Syria,CY 2008,16,Moslem,0
Syria,CY 2009,32,Moslem,12
Syria,CY 2010,24,Moslem,5
Syria,CY 2011,23,Moslem,2
Syria,CY 2012,41,Moslem,1
Syria,CY 2013,45,Moslem,2
Syria,CY 2014,47,Moslem,2
Syria,CY 2002,6,Moslem Shiite,0
Syria,CY 2003,1,Moslem Shiite,0
Syria,CY 2004,0,Moslem Shiite,0
Syria,CY 2005,7,Moslem Shiite,0
Syria,CY 2006,27,Moslem Shiite,0
Syria,CY 2007,26,Moslem Shiite,0
Syria,CY 2008,16,Moslem Shiite,0
Syria,CY 2009,32,Moslem Shiite,0
Syria,CY 2010,24,Moslem Shiite,2
Syria,CY 2011,23,Moslem Shiite,0
Syria,CY 2012,41,Moslem Shiite,2
Syria,CY 2013,45,Moslem Shiite,0
Syria,CY 2014,47,Moslem Shiite,0
Syria,CY 2002,6,Moslem Suni,0
Syria,CY 2003,1,Moslem Suni,0
Syria,CY 2004,0,Moslem Suni,0
Syria,CY 2005,7,Moslem Suni,2
Syria,CY 2006,27,Moslem Suni,27
Syria,CY 2007,26,Moslem Suni,21
Syria,CY 2008,16,Moslem Suni,8
Syria,CY 2009,32,Moslem Suni,10
Syria,CY 2010,24,Moslem Suni,16
Syria,CY 2011,23,Moslem Suni,16
Syria,CY 2012,41,Moslem Suni,31
Syria,CY 2013,45,Moslem Suni,36
Syria,CY 2014,47,Moslem Suni,37
Syria,CY 2002,6,No Religion,0
Syria,CY 2003,1,No Religion,0
Syria,CY 2004,0,No Religion,0
Syria,CY 2005,7,No Religion,0
Syria,CY 2006,27,No Religion,0
Syria,CY 2007,26,No Religion,0
Syria,CY 2008,16,No Religion,0
Syria,CY 2009,32,No Religion,0
Syria,CY 2010,24,No Religion,0
Syria,CY 2011,23,No Religion,4
Syria,CY 2012,41,No Religion,0
Syria,CY 2013,45,No Religion,0
Syria,CY 2014,47,No Religion,2
Syria,CY 2002,6,Orthodox,0
Syria,CY 2003,1,Orthodox,0
Syria,CY 2004,0,Orthodox,0
Syria,CY 2005,7,Orthodox,0
Syria,CY 2006,27,Orthodox,0
Syria,CY 2007,26,Orthodox,0
Syria,CY 2008,16,Orthodox,0
Syria,CY 2009,32,Orthodox,1
Syria,CY 2010,24,Orthodox,0
Syria,CY 2011,23,Orthodox,0
Syria,CY 2012,41,Orthodox,0
Syria,CY 2013,45,Orthodox,0
Syria,CY 2014,47,Orthodox,0
Syria,CY 2002,6,Other Religion,0
Syria,CY 2003,1,Other Religion,0
Syria,CY 2004,0,Other Religion,0
Syria,CY 2005,7,Other Religion,0
Syria,CY 2006,27,Other Religion,0
Syria,CY 2007,26,Other Religion,0
Syria,CY 2008,16,Other Religion,2
Syria,CY 2009,32,Other Religion,0
Syria,CY 2010,24,Other Religion,0
Syria,CY 2011,23,Other Religion,0
Syria,CY 2012,41,Other Religion,0
Syria,CY 2013,45,Other Religion,0
Syria,CY 2014,47,Other Religion,1
Syria,CY 2002,6,Yazidi,0
Syria,CY 2003,1,Yazidi,0
Syria,CY 2004,0,Yazidi,0
Syria,CY 2005,7,Yazidi,0
Syria,CY 2006,27,Yazidi,0
Syria,CY 2007,26,Yazidi,5
Syria,CY 2008,16,Yazidi,6
Syria,CY 2009,32,Yazidi,0
Syria,CY 2010,24,Yazidi,0
Syria,CY 2011,23,Yazidi,0
Syria,CY 2012,41,Yazidi,1
Syria,CY 2013,45,Yazidi,0
Syria,CY 2014,47,Yazidi,0
Tajikistan,CY 2002,4,Baptist,0
Tajikistan,CY 2003,12,Baptist,0
Tajikistan,CY 2004,8,Baptist,8
Tajikistan,CY 2005,4,Baptist,4
Tajikistan,CY 2006,0,Baptist,0
Tajikistan,CY 2007,1,Baptist,0
Tajikistan,CY 2008,1,Baptist,0
Tajikistan,CY 2009,0,Baptist,0
Tajikistan,CY 2010,3,Baptist,0
Tajikistan,CY 2011,0,Baptist,0
Tajikistan,CY 2012,0,Baptist,0
Tajikistan,CY 2013,2,Baptist,0
Tajikistan,CY 2014,0,Baptist,0
Tajikistan,CY 2002,4,Jewish,0
Tajikistan,CY 2003,12,Jewish,0
Tajikistan,CY 2004,8,Jewish,0
Tajikistan,CY 2005,4,Jewish,0
Tajikistan,CY 2006,0,Jewish,0
Tajikistan,CY 2007,1,Jewish,1
Tajikistan,CY 2008,1,Jewish,1
Tajikistan,CY 2009,0,Jewish,0
Tajikistan,CY 2010,3,Jewish,0
Tajikistan,CY 2011,0,Jewish,0
Tajikistan,CY 2012,0,Jewish,0
Tajikistan,CY 2013,2,Jewish,2
Tajikistan,CY 2014,0,Jewish,0
Tajikistan,CY 2002,4,No Religion,2
Tajikistan,CY 2003,12,No Religion,0
Tajikistan,CY 2004,8,No Religion,0
Tajikistan,CY 2005,4,No Religion,0
Tajikistan,CY 2006,0,No Religion,0
Tajikistan,CY 2007,1,No Religion,0
Tajikistan,CY 2008,1,No Religion,0
Tajikistan,CY 2009,0,No Religion,0
Tajikistan,CY 2010,3,No Religion,0
Tajikistan,CY 2011,0,No Religion,0
Tajikistan,CY 2012,0,No Religion,0
Tajikistan,CY 2013,2,No Religion,0
Tajikistan,CY 2014,0,No Religion,0
Tajikistan,CY 2002,4,Pentecostalist,1
Tajikistan,CY 2003,12,Pentecostalist,0
Tajikistan,CY 2004,8,Pentecostalist,0
Tajikistan,CY 2005,4,Pentecostalist,0
Tajikistan,CY 2006,0,Pentecostalist,0
Tajikistan,CY 2007,1,Pentecostalist,0
Tajikistan,CY 2008,1,Pentecostalist,0
Tajikistan,CY 2009,0,Pentecostalist,0
Tajikistan,CY 2010,3,Pentecostalist,3
Tajikistan,CY 2011,0,Pentecostalist,0
Tajikistan,CY 2012,0,Pentecostalist,0
Tajikistan,CY 2013,2,Pentecostalist,0
Tajikistan,CY 2014,0,Pentecostalist,0
Tajikistan,CY 2002,4,Seventh Day Adventist,0
Tajikistan,CY 2003,12,Seventh Day Adventist,11
Tajikistan,CY 2004,8,Seventh Day Adventist,0
Tajikistan,CY 2005,4,Seventh Day Adventist,0
Tajikistan,CY 2006,0,Seventh Day Adventist,0
Tajikistan,CY 2007,1,Seventh Day Adventist,0
Tajikistan,CY 2008,1,Seventh Day Adventist,0
Tajikistan,CY 2009,0,Seventh Day Adventist,0
Tajikistan,CY 2010,3,Seventh Day Adventist,0
Tajikistan,CY 2011,0,Seventh Day Adventist,0
Tajikistan,CY 2012,0,Seventh Day Adventist,0
Tajikistan,CY 2013,2,Seventh Day Adventist,0
Tajikistan,CY 2014,0,Seventh Day Adventist,0
Tajikistan,CY 2002,4,Unknown,1
Tajikistan,CY 2003,12,Unknown,1
Tajikistan,CY 2004,8,Unknown,0
Tajikistan,CY 2005,4,Unknown,0
Tajikistan,CY 2006,0,Unknown,0
Tajikistan,CY 2007,1,Unknown,0
Tajikistan,CY 2008,1,Unknown,0
Tajikistan,CY 2009,0,Unknown,0
Tajikistan,CY 2010,3,Unknown,0
Tajikistan,CY 2011,0,Unknown,0
Tajikistan,CY 2012,0,Unknown,0
Tajikistan,CY 2013,2,Unknown,0
Tajikistan,CY 2014,0,Unknown,0
Tanzania,CY 2002,1,Christian,0
Tanzania,CY 2003,0,Christian,0
Tanzania,CY 2004,0,Christian,0
Tanzania,CY 2005,0,Christian,0
Tanzania,CY 2006,0,Christian,0
Tanzania,CY 2007,0,Christian,0
Tanzania,CY 2008,1,Christian,0
Tanzania,CY 2009,0,Christian,0
Tanzania,CY 2010,0,Christian,0
Tanzania,CY 2011,2,Christian,0
Tanzania,CY 2012,0,Christian,0
Tanzania,CY 2013,1,Christian,1
Tanzania,CY 2014,0,Christian,0
Tanzania,CY 2002,1,Moslem,0
Tanzania,CY 2003,0,Moslem,0
Tanzania,CY 2004,0,Moslem,0
Tanzania,CY 2005,0,Moslem,0
Tanzania,CY 2006,0,Moslem,0
Tanzania,CY 2007,0,Moslem,0
Tanzania,CY 2008,1,Moslem,1
Tanzania,CY 2009,0,Moslem,0
Tanzania,CY 2010,0,Moslem,0
Tanzania,CY 2011,2,Moslem,2
Tanzania,CY 2012,0,Moslem,0
Tanzania,CY 2013,1,Moslem,0
Tanzania,CY 2014,0,Moslem,0
Tanzania,CY 2002,1,Unknown,1
Tanzania,CY 2003,0,Unknown,0
Tanzania,CY 2004,0,Unknown,0
Tanzania,CY 2005,0,Unknown,0
Tanzania,CY 2006,0,Unknown,0
Tanzania,CY 2007,0,Unknown,0
Tanzania,CY 2008,1,Unknown,0
Tanzania,CY 2009,0,Unknown,0
Tanzania,CY 2010,0,Unknown,0
Tanzania,CY 2011,2,Unknown,0
Tanzania,CY 2012,0,Unknown,0
Tanzania,CY 2013,1,Unknown,0
Tanzania,CY 2014,0,Unknown,0
Thailand,CY 2002,4,Buddhist,4
Thailand,CY 2003,2,Buddhist,2
Thailand,CY 2004,0,Buddhist,0
Thailand,CY 2005,0,Buddhist,0
Thailand,CY 2006,0,Buddhist,0
Thailand,CY 2007,2,Buddhist,2
Thailand,CY 2008,0,Buddhist,0
Thailand,CY 2009,2,Buddhist,1
Thailand,CY 2010,7,Buddhist,1
Thailand,CY 2011,2,Buddhist,1
Thailand,CY 2012,3,Buddhist,2
Thailand,CY 2013,4,Buddhist,4
Thailand,CY 2014,0,Buddhist,0
Thailand,CY 2002,4,Christian,0
Thailand,CY 2003,2,Christian,0
Thailand,CY 2004,0,Christian,0
Thailand,CY 2005,0,Christian,0
Thailand,CY 2006,0,Christian,0
Thailand,CY 2007,2,Christian,0
Thailand,CY 2008,0,Christian,0
Thailand,CY 2009,2,Christian,1
Thailand,CY 2010,7,Christian,4
Thailand,CY 2011,2,Christian,0
Thailand,CY 2012,3,Christian,1
Thailand,CY 2013,4,Christian,0
Thailand,CY 2014,0,Christian,0
Thailand,CY 2002,4,Moslem,0
Thailand,CY 2003,2,Moslem,0
Thailand,CY 2004,0,Moslem,0
Thailand,CY 2005,0,Moslem,0
Thailand,CY 2006,0,Moslem,0
Thailand,CY 2007,2,Moslem,0
Thailand,CY 2008,0,Moslem,0
Thailand,CY 2009,2,Moslem,0
Thailand,CY 2010,7,Moslem,2
Thailand,CY 2011,2,Moslem,0
Thailand,CY 2012,3,Moslem,0
Thailand,CY 2013,4,Moslem,0
Thailand,CY 2014,0,Moslem,0
Thailand,CY 2002,4,Protestant,0
Thailand,CY 2003,2,Protestant,0
Thailand,CY 2004,0,Protestant,0
Thailand,CY 2005,0,Protestant,0
Thailand,CY 2006,0,Protestant,0
Thailand,CY 2007,2,Protestant,0
Thailand,CY 2008,0,Protestant,0
Thailand,CY 2009,2,Protestant,0
Thailand,CY 2010,7,Protestant,0
Thailand,CY 2011,2,Protestant,1
Thailand,CY 2012,3,Protestant,0
Thailand,CY 2013,4,Protestant,0
Thailand,CY 2014,0,Protestant,0
Tibet,CY 2002,0,Buddhist,0
Tibet,CY 2003,0,Buddhist,0
Tibet,CY 2004,0,Buddhist,0
Tibet,CY 2005,0,Buddhist,0
Tibet,CY 2006,0,Buddhist,0
Tibet,CY 2007,7,Buddhist,7
Tibet,CY 2008,0,Buddhist,0
Tibet,CY 2009,0,Buddhist,0
Tibet,CY 2010,0,Buddhist,0
Tibet,CY 2011,0,Buddhist,0
Tibet,CY 2012,18,Buddhist,18
Tibet,CY 2013,6,Buddhist,6
Tibet,CY 2014,0,Buddhist,0
Togo,CY 2002,18,Bahai,0
Togo,CY 2003,59,Bahai,0
Togo,CY 2004,58,Bahai,0
Togo,CY 2005,36,Bahai,0
Togo,CY 2006,33,Bahai,0
Togo,CY 2007,24,Bahai,0
Togo,CY 2008,214,Bahai,2
Togo,CY 2009,5,Bahai,0
Togo,CY 2010,10,Bahai,0
Togo,CY 2011,11,Bahai,0
Togo,CY 2012,23,Bahai,0
Togo,CY 2013,15,Bahai,0
Togo,CY 2014,24,Bahai,0
Togo,CY 2002,18,Baptist,0
Togo,CY 2003,59,Baptist,0
Togo,CY 2004,58,Baptist,0
Togo,CY 2005,36,Baptist,0
Togo,CY 2006,33,Baptist,0
Togo,CY 2007,24,Baptist,4
Togo,CY 2008,214,Baptist,6
Togo,CY 2009,5,Baptist,0
Togo,CY 2010,10,Baptist,0
Togo,CY 2011,11,Baptist,0
Togo,CY 2012,23,Baptist,0
Togo,CY 2013,15,Baptist,0
Togo,CY 2014,24,Baptist,0
Togo,CY 2002,18,Catholic,0
Togo,CY 2003,59,Catholic,12
Togo,CY 2004,58,Catholic,28
Togo,CY 2005,36,Catholic,20
Togo,CY 2006,33,Catholic,6
Togo,CY 2007,24,Catholic,14
Togo,CY 2008,214,Catholic,76
Togo,CY 2009,5,Catholic,4
Togo,CY 2010,10,Catholic,0
Togo,CY 2011,11,Catholic,6
Togo,CY 2012,23,Catholic,11
Togo,CY 2013,15,Catholic,1
Togo,CY 2014,24,Catholic,12
Togo,CY 2002,18,Christian,10
Togo,CY 2003,59,Christian,15
Togo,CY 2004,58,Christian,12
Togo,CY 2005,36,Christian,8
Togo,CY 2006,33,Christian,26
Togo,CY 2007,24,Christian,1
Togo,CY 2008,214,Christian,48
Togo,CY 2009,5,Christian,0
Togo,CY 2010,10,Christian,9
Togo,CY 2011,11,Christian,2
Togo,CY 2012,23,Christian,3
Togo,CY 2013,15,Christian,10
Togo,CY 2014,24,Christian,5
Togo,CY 2002,18,Evangelical Christian,0
Togo,CY 2003,59,Evangelical Christian,0
Togo,CY 2004,58,Evangelical Christian,0
Togo,CY 2005,36,Evangelical Christian,0
Togo,CY 2006,33,Evangelical Christian,0
Togo,CY 2007,24,Evangelical Christian,0
Togo,CY 2008,214,Evangelical Christian,3
Togo,CY 2009,5,Evangelical Christian,0
Togo,CY 2010,10,Evangelical Christian,1
Togo,CY 2011,11,Evangelical Christian,0
Togo,CY 2012,23,Evangelical Christian,4
Togo,CY 2013,15,Evangelical Christian,0
Togo,CY 2014,24,Evangelical Christian,0
Togo,CY 2002,18,Jehovah Witness,0
Togo,CY 2003,59,Jehovah Witness,0
Togo,CY 2004,58,Jehovah Witness,0
Togo,CY 2005,36,Jehovah Witness,0
Togo,CY 2006,33,Jehovah Witness,0
Togo,CY 2007,24,Jehovah Witness,0
Togo,CY 2008,214,Jehovah Witness,18
Togo,CY 2009,5,Jehovah Witness,0
Togo,CY 2010,10,Jehovah Witness,0
Togo,CY 2011,11,Jehovah Witness,0
Togo,CY 2012,23,Jehovah Witness,0
Togo,CY 2013,15,Jehovah Witness,3
Togo,CY 2014,24,Jehovah Witness,0
Togo,CY 2002,18,Moslem,0
Togo,CY 2003,59,Moslem,0
Togo,CY 2004,58,Moslem,14
Togo,CY 2005,36,Moslem,8
Togo,CY 2006,33,Moslem,0
Togo,CY 2007,24,Moslem,0
Togo,CY 2008,214,Moslem,5
Togo,CY 2009,5,Moslem,0
Togo,CY 2010,10,Moslem,0
Togo,CY 2011,11,Moslem,3
Togo,CY 2012,23,Moslem,0
Togo,CY 2013,15,Moslem,1
Togo,CY 2014,24,Moslem,0
Togo,CY 2002,18,Other Religion,0
Togo,CY 2003,59,Other Religion,1
Togo,CY 2004,58,Other Religion,0
Togo,CY 2005,36,Other Religion,0
Togo,CY 2006,33,Other Religion,0
Togo,CY 2007,24,Other Religion,0
Togo,CY 2008,214,Other Religion,0
Togo,CY 2009,5,Other Religion,0
Togo,CY 2010,10,Other Religion,0
Togo,CY 2011,11,Other Religion,0
Togo,CY 2012,23,Other Religion,0
Togo,CY 2013,15,Other Religion,0
Togo,CY 2014,24,Other Religion,0
Togo,CY 2002,18,Pentecostalist,0
Togo,CY 2003,59,Pentecostalist,11
Togo,CY 2004,58,Pentecostalist,0
Togo,CY 2005,36,Pentecostalist,0
Togo,CY 2006,33,Pentecostalist,1
Togo,CY 2007,24,Pentecostalist,5
Togo,CY 2008,214,Pentecostalist,50
Togo,CY 2009,5,Pentecostalist,1
Togo,CY 2010,10,Pentecostalist,0
Togo,CY 2011,11,Pentecostalist,0
Togo,CY 2012,23,Pentecostalist,0
Togo,CY 2013,15,Pentecostalist,0
Togo,CY 2014,24,Pentecostalist,0
Togo,CY 2002,18,Protestant,1
Togo,CY 2003,59,Protestant,3
Togo,CY 2004,58,Protestant,4
Togo,CY 2005,36,Protestant,0
Togo,CY 2006,33,Protestant,0
Togo,CY 2007,24,Protestant,0
Togo,CY 2008,214,Protestant,5
Togo,CY 2009,5,Protestant,0
Togo,CY 2010,10,Protestant,0
Togo,CY 2011,11,Protestant,0
Togo,CY 2012,23,Protestant,5
Togo,CY 2013,15,Protestant,0
Togo,CY 2014,24,Protestant,7
Togo,CY 2002,18,Unknown,7
Togo,CY 2003,59,Unknown,17
Togo,CY 2004,58,Unknown,0
Togo,CY 2005,36,Unknown,0
Togo,CY 2006,33,Unknown,0
Togo,CY 2007,24,Unknown,0
Togo,CY 2008,214,Unknown,1
Togo,CY 2009,5,Unknown,0
Togo,CY 2010,10,Unknown,0
Togo,CY 2011,11,Unknown,0
Togo,CY 2012,23,Unknown,0
Togo,CY 2013,15,Unknown,0
Togo,CY 2014,24,Unknown,0
Tunisia,CY 2002,0,Moslem,0
Tunisia,CY 2003,0,Moslem,0
Tunisia,CY 2004,0,Moslem,0
Tunisia,CY 2005,0,Moslem,0
Tunisia,CY 2006,0,Moslem,0
Tunisia,CY 2007,0,Moslem,0
Tunisia,CY 2008,0,Moslem,0
Tunisia,CY 2009,0,Moslem,0
Tunisia,CY 2010,1,Moslem,0
Tunisia,CY 2011,1,Moslem,1
Tunisia,CY 2012,1,Moslem,1
Tunisia,CY 2013,0,Moslem,0
Tunisia,CY 2014,2,Moslem,2
Tunisia,CY 2002,0,Moslem Suni,0
Tunisia,CY 2003,0,Moslem Suni,0
Tunisia,CY 2004,0,Moslem Suni,0
Tunisia,CY 2005,0,Moslem Suni,0
Tunisia,CY 2006,0,Moslem Suni,0
Tunisia,CY 2007,0,Moslem Suni,0
Tunisia,CY 2008,0,Moslem Suni,0
Tunisia,CY 2009,0,Moslem Suni,0
Tunisia,CY 2010,1,Moslem Suni,1
Tunisia,CY 2011,1,Moslem Suni,0
Tunisia,CY 2012,1,Moslem Suni,0
Tunisia,CY 2013,0,Moslem Suni,0
Tunisia,CY 2014,2,Moslem Suni,0
Turkey,CY 2002,0,Moslem Suni,0
Turkey,CY 2003,0,Moslem Suni,0
Turkey,CY 2004,0,Moslem Suni,0
Turkey,CY 2005,0,Moslem Suni,0
Turkey,CY 2006,0,Moslem Suni,0
Turkey,CY 2007,0,Moslem Suni,0
Turkey,CY 2008,6,Moslem Suni,6
Turkey,CY 2009,0,Moslem Suni,0
Turkey,CY 2010,3,Moslem Suni,3
Turkey,CY 2011,0,Moslem Suni,0
Turkey,CY 2012,0,Moslem Suni,0
Turkey,CY 2013,0,Moslem Suni,0
Turkey,CY 2014,0,Moslem Suni,0
Turkmenistan,CY 2002,1,Baptist,0
Turkmenistan,CY 2003,4,Baptist,0
Turkmenistan,CY 2004,8,Baptist,4
Turkmenistan,CY 2005,0,Baptist,0
Turkmenistan,CY 2006,5,Baptist,0
Turkmenistan,CY 2007,0,Baptist,0
Turkmenistan,CY 2008,2,Baptist,0
Turkmenistan,CY 2009,8,Baptist,0
Turkmenistan,CY 2010,4,Baptist,0
Turkmenistan,CY 2011,2,Baptist,0
Turkmenistan,CY 2012,0,Baptist,0
Turkmenistan,CY 2013,8,Baptist,0
Turkmenistan,CY 2014,2,Baptist,1
Turkmenistan,CY 2002,1,Christian,0
Turkmenistan,CY 2003,4,Christian,0
Turkmenistan,CY 2004,8,Christian,0
Turkmenistan,CY 2005,0,Christian,0
Turkmenistan,CY 2006,5,Christian,0
Turkmenistan,CY 2007,0,Christian,0
Turkmenistan,CY 2008,2,Christian,0
Turkmenistan,CY 2009,8,Christian,1
Turkmenistan,CY 2010,4,Christian,0
Turkmenistan,CY 2011,2,Christian,2
Turkmenistan,CY 2012,0,Christian,0
Turkmenistan,CY 2013,8,Christian,0
Turkmenistan,CY 2014,2,Christian,0
Turkmenistan,CY 2002,1,Jehovah Witness,0
Turkmenistan,CY 2003,4,Jehovah Witness,0
Turkmenistan,CY 2004,8,Jehovah Witness,0
Turkmenistan,CY 2005,0,Jehovah Witness,0
Turkmenistan,CY 2006,5,Jehovah Witness,0
Turkmenistan,CY 2007,0,Jehovah Witness,0
Turkmenistan,CY 2008,2,Jehovah Witness,0
Turkmenistan,CY 2009,8,Jehovah Witness,4
Turkmenistan,CY 2010,4,Jehovah Witness,0
Turkmenistan,CY 2011,2,Jehovah Witness,0
Turkmenistan,CY 2012,0,Jehovah Witness,0
Turkmenistan,CY 2013,8,Jehovah Witness,0
Turkmenistan,CY 2014,2,Jehovah Witness,0
Turkmenistan,CY 2002,1,Jewish,0
Turkmenistan,CY 2003,4,Jewish,0
Turkmenistan,CY 2004,8,Jewish,0
Turkmenistan,CY 2005,0,Jewish,0
Turkmenistan,CY 2006,5,Jewish,2
Turkmenistan,CY 2007,0,Jewish,0
Turkmenistan,CY 2008,2,Jewish,0
Turkmenistan,CY 2009,8,Jewish,0
Turkmenistan,CY 2010,4,Jewish,0
Turkmenistan,CY 2011,2,Jewish,0
Turkmenistan,CY 2012,0,Jewish,0
Turkmenistan,CY 2013,8,Jewish,0
Turkmenistan,CY 2014,2,Jewish,0
Turkmenistan,CY 2002,1,Moslem,1
Turkmenistan,CY 2003,4,Moslem,0
Turkmenistan,CY 2004,8,Moslem,1
Turkmenistan,CY 2005,0,Moslem,0
Turkmenistan,CY 2006,5,Moslem,0
Turkmenistan,CY 2007,0,Moslem,0
Turkmenistan,CY 2008,2,Moslem,2
Turkmenistan,CY 2009,8,Moslem,3
Turkmenistan,CY 2010,4,Moslem,4
Turkmenistan,CY 2011,2,Moslem,0
Turkmenistan,CY 2012,0,Moslem,0
Turkmenistan,CY 2013,8,Moslem,2
Turkmenistan,CY 2014,2,Moslem,0
Turkmenistan,CY 2002,1,Moslem Suni,0
Turkmenistan,CY 2003,4,Moslem Suni,0
Turkmenistan,CY 2004,8,Moslem Suni,0
Turkmenistan,CY 2005,0,Moslem Suni,0
Turkmenistan,CY 2006,5,Moslem Suni,2
Turkmenistan,CY 2007,0,Moslem Suni,0
Turkmenistan,CY 2008,2,Moslem Suni,0
Turkmenistan,CY 2009,8,Moslem Suni,0
Turkmenistan,CY 2010,4,Moslem Suni,0
Turkmenistan,CY 2011,2,Moslem Suni,0
Turkmenistan,CY 2012,0,Moslem Suni,0
Turkmenistan,CY 2013,8,Moslem Suni,0
Turkmenistan,CY 2014,2,Moslem Suni,0
Turkmenistan,CY 2002,1,No Religion,0
Turkmenistan,CY 2003,4,No Religion,0
Turkmenistan,CY 2004,8,No Religion,0
Turkmenistan,CY 2005,0,No Religion,0
Turkmenistan,CY 2006,5,No Religion,1
Turkmenistan,CY 2007,0,No Religion,0
Turkmenistan,CY 2008,2,No Religion,0
Turkmenistan,CY 2009,8,No Religion,0
Turkmenistan,CY 2010,4,No Religion,0
Turkmenistan,CY 2011,2,No Religion,0
Turkmenistan,CY 2012,0,No Religion,0
Turkmenistan,CY 2013,8,No Religion,0
Turkmenistan,CY 2014,2,No Religion,1
Turkmenistan,CY 2002,1,Orthodox,0
Turkmenistan,CY 2003,4,Orthodox,0
Turkmenistan,CY 2004,8,Orthodox,0
Turkmenistan,CY 2005,0,Orthodox,0
Turkmenistan,CY 2006,5,Orthodox,0
Turkmenistan,CY 2007,0,Orthodox,0
Turkmenistan,CY 2008,2,Orthodox,0
Turkmenistan,CY 2009,8,Orthodox,0
Turkmenistan,CY 2010,4,Orthodox,0
Turkmenistan,CY 2011,2,Orthodox,0
Turkmenistan,CY 2012,0,Orthodox,0
Turkmenistan,CY 2013,8,Orthodox,6
Turkmenistan,CY 2014,2,Orthodox,0
Turkmenistan,CY 2002,1,Seventh Day Adventist,0
Turkmenistan,CY 2003,4,Seventh Day Adventist,3
Turkmenistan,CY 2004,8,Seventh Day Adventist,0
Turkmenistan,CY 2005,0,Seventh Day Adventist,0
Turkmenistan,CY 2006,5,Seventh Day Adventist,0
Turkmenistan,CY 2007,0,Seventh Day Adventist,0
Turkmenistan,CY 2008,2,Seventh Day Adventist,0
Turkmenistan,CY 2009,8,Seventh Day Adventist,0
Turkmenistan,CY 2010,4,Seventh Day Adventist,0
Turkmenistan,CY 2011,2,Seventh Day Adventist,0
Turkmenistan,CY 2012,0,Seventh Day Adventist,0
Turkmenistan,CY 2013,8,Seventh Day Adventist,0
Turkmenistan,CY 2014,2,Seventh Day Adventist,0
Turkmenistan,CY 2002,1,Unknown,0
Turkmenistan,CY 2003,4,Unknown,1
Turkmenistan,CY 2004,8,Unknown,3
Turkmenistan,CY 2005,0,Unknown,0
Turkmenistan,CY 2006,5,Unknown,0
Turkmenistan,CY 2007,0,Unknown,0
Turkmenistan,CY 2008,2,Unknown,0
Turkmenistan,CY 2009,8,Unknown,0
Turkmenistan,CY 2010,4,Unknown,0
Turkmenistan,CY 2011,2,Unknown,0
Turkmenistan,CY 2012,0,Unknown,0
Turkmenistan,CY 2013,8,Unknown,0
Turkmenistan,CY 2014,2,Unknown,0
Uganda,CY 2002,2,Baptist,0
Uganda,CY 2003,1,Baptist,0
Uganda,CY 2004,8,Baptist,0
Uganda,CY 2005,16,Baptist,0
Uganda,CY 2006,21,Baptist,0
Uganda,CY 2007,46,Baptist,11
Uganda,CY 2008,28,Baptist,0
Uganda,CY 2009,18,Baptist,0
Uganda,CY 2010,21,Baptist,0
Uganda,CY 2011,12,Baptist,0
Uganda,CY 2012,20,Baptist,0
Uganda,CY 2013,9,Baptist,0
Uganda,CY 2014,0,Baptist,0
Uganda,CY 2002,2,Catholic,0
Uganda,CY 2003,1,Catholic,0
Uganda,CY 2004,8,Catholic,0
Uganda,CY 2005,16,Catholic,1
Uganda,CY 2006,21,Catholic,1
Uganda,CY 2007,46,Catholic,4
Uganda,CY 2008,28,Catholic,7
Uganda,CY 2009,18,Catholic,6
Uganda,CY 2010,21,Catholic,5
Uganda,CY 2011,12,Catholic,1
Uganda,CY 2012,20,Catholic,9
Uganda,CY 2013,9,Catholic,1
Uganda,CY 2014,0,Catholic,0
Uganda,CY 2002,2,Christian,0
Uganda,CY 2003,1,Christian,1
Uganda,CY 2004,8,Christian,4
Uganda,CY 2005,16,Christian,7
Uganda,CY 2006,21,Christian,14
Uganda,CY 2007,46,Christian,10
